759.0999999999998,773.7666666666664,788.1999999999997
677.6999999999998,687.7999999999997,694.7999999999997
638.1999999999998,667.2999999999997,686.8999999999997
814.3999999999996,827.2999999999996,834.3999999999996
731.7999999999997,745.0666666666664,753.0999999999998
784.2999999999997,805.433333333333,819.1999999999997
668.3999999999997,691.8333333333331,710.1999999999998
757.3999999999997,770.5999999999997,790.0999999999997
745.8999999999996,749.9999999999998,752.3999999999997
697.0999999999998,703.0666666666665,713.5999999999998
666.1999999999998,685.4666666666665,695.2999999999997
673.3999999999997,709.2999999999997,730.8999999999997
707.0999999999998,713.8666666666664,723.8999999999997
649.3999999999997,670.5333333333331,699.0999999999998
671.3999999999997,686.0333333333331,696.5999999999998
608.6999999999998,648.0666666666665,680.5999999999998
658.7999999999997,687.4999999999998,707.8999999999997
656.8999999999997,670.933333333333,677.9999999999998
669.1999999999998,676.3666666666664,683.4999999999998
648.6999999999998,656.3333333333331,665.3999999999997
682.9999999999998,685.0666666666665,687.9999999999998
639.8999999999997,657.7666666666664,669.3999999999997
606.9999999999998,637.2999999999997,663.2999999999997
658.7999999999997,672.6666666666664,692.7999999999997
605.1999999999998,616.6999999999998,629.7999999999997
635.2999999999997,655.2333333333331,668.2999999999997
647.4999999999998,662.6999999999998,689.0999999999998
623.1999999999998,627.0666666666665,631.5999999999998
661.2999999999997,666.2333333333331,672.4999999999998
621.0999999999998,634.5333333333331,641.2999999999997
609.7999999999997,614.5666666666664,619.2999999999997
606.3999999999997,607.2666666666664,608.4999999999998
617.2999999999997,625.333333333333,637.2999999999997
661.7999999999997,668.9666666666665,673.0999999999998
607.0999999999998,613.7999999999997,623.8999999999997
599.7999999999997,653.7333333333331,689.4999999999998
632.1999999999998,636.5666666666665,639.6999999999998
603.6999999999998,610.3666666666664,615.0999999999998
693.2999999999997,711.1333333333331,722.3999999999997
576.6999999999998,588.7333333333331,594.8999999999997
