747.5333333333331,776.4666666666664,794.9333333333329
681.9999999999998,704.0444444444443,719.5999999999998
701.5333333333331,703.7111111111109,707.5333333333331
762.1333333333331,763.6888888888886,764.9999999999997
668.5333333333331,694.1555555555553,713.9999999999998
724.933333333333,757.9111111111108,774.9999999999998
658.0666666666665,676.3111111111109,700.2666666666664
677.7999999999997,688.1777777777776,697.3999999999997
655.5333333333331,681.7999999999997,695.7999999999997
654.4666666666665,665.7777777777775,680.933333333333
709.4666666666665,727.0666666666665,736.8666666666664
737.9999999999998,744.822222222222,753.8666666666664
700.9999999999998,719.0888888888886,741.5333333333331
665.3333333333331,689.9777777777775,716.4666666666665
721.9999999999998,726.7999999999997,736.1333333333331
690.3333333333331,705.7999999999997,722.7999999999997
691.4666666666665,694.3999999999997,698.2666666666664
679.5333333333331,683.1333333333331,685.7999999999997
692.5999999999998,705.9777777777775,713.6666666666664
669.933333333333,686.2888888888887,703.3333333333331
635.3999999999997,648.933333333333,660.2666666666664
675.1999999999998,677.822222222222,679.8666666666664
686.5333333333331,700.6888888888886,721.0666666666665
711.9999999999998,716.022222222222,720.7333333333331
666.0666666666665,687.5333333333332,711.0666666666665
631.7999999999997,657.022222222222,681.2666666666664
628.5333333333331,693.3999999999997,725.8666666666664
654.7333333333331,677.9111111111109,694.3333333333331
639.2666666666664,655.6888888888886,671.0666666666665
638.933333333333,646.9555555555553,651.3333333333331
644.3333333333331,680.1111111111109,704.4666666666665
739.3333333333331,743.5777777777776,749.3999999999997
686.6666666666664,702.3777777777775,710.933333333333
622.5333333333331,634.1777777777776,651.933333333333
668.4666666666665,680.7111111111109,693.1333333333331
714.4666666666665,735.1333333333331,752.4666666666665
667.5999999999998,672.9777777777775,676.1999999999998
638.7333333333331,649.622222222222,667.9999999999998
716.7999999999997,736.933333333333,754.0666666666665
738.8666666666664,747.0444444444441,755.3999999999996
679.8666666666664,715.222222222222,743.933333333333
702.4666666666665,717.9333333333332,726.1333333333331
674.5333333333331,678.1555555555553,681.7999999999997
743.8666666666664,763.1555555555553,779.3333333333331
