"[0, 5, 4, 3, 1, 2, 6]",15335,85
"[0, 5, 4, 3, 1, 2, 6]",15804,95
"[0, 5, 4, 3, 1, 2, 6]",15864,94
"[0, 5, 4, 3, 1, 2, 6]",16146,90
"[0, 5, 4, 3, 1, 2, 6]",15874,98
"[0, 5, 4, 3, 1, 2, 6]",16123,101
"[0, 5, 4, 3, 1, 2, 6]",15830,84
"[0, 5, 4, 3, 1, 2, 6]",15665,102
"[0, 5, 4, 3, 1, 2, 6]",15757,85
"[0, 5, 4, 3, 1, 2, 6]",15518,96
"[0, 5, 4, 3, 1, 2, 6]",15585,85
"[0, 5, 4, 3, 1, 2, 6]",15990,104
"[0, 5, 4, 3, 1, 2, 6]",15640,87
"[0, 5, 4, 3, 1, 2, 6]",15654,89
"[0, 5, 4, 3, 1, 2, 6]",15190,80
"[0, 5, 4, 3, 1, 2, 6]",15181,86
"[0, 5, 4, 3, 1, 2, 6]",15544,108
"[0, 5, 4, 3, 1, 2, 6]",15212,111
"[0, 5, 4, 3, 1, 2, 6]",15852,97
"[0, 5, 4, 3, 1, 2, 6]",16040,105
"[0, 5, 4, 3, 1, 2, 6]",14840,87
"[0, 5, 4, 3, 1, 2, 6]",15793,98
"[0, 5, 4, 3, 1, 2, 6]",15427,83
"[0, 5, 4, 3, 1, 2, 6]",16237,89
"[0, 5, 4, 3, 1, 2, 6]",15653,107
"[0, 5, 4, 3, 1, 2, 6]",15429,91
"[0, 5, 4, 3, 1, 2, 6]",14869,95
"[0, 5, 4, 3, 1, 2, 6]",15161,87
"[0, 5, 4, 3, 1, 2, 6]",16057,100
"[0, 5, 4, 3, 1, 2, 6]",16049,103
"[0, 5, 4, 3, 1, 2, 6]",15288,86
"[0, 5, 4, 3, 1, 2, 6]",16453,106
"[0, 5, 4, 3, 1, 2, 6]",15413,91
"[0, 5, 4, 3, 1, 2, 6]",15576,91
"[0, 5, 4, 3, 1, 2, 6]",15109,90
"[0, 5, 4, 3, 1, 2, 6]",16298,97
"[0, 5, 4, 3, 1, 2, 6]",15828,103
"[0, 5, 4, 3, 1, 2, 6]",14707,85
"[0, 5, 4, 3, 1, 2, 6]",14909,85
"[0, 5, 4, 3, 1, 2, 6]",18025,137
"[0, 5, 4, 3, 1, 2, 6]",15457,95
"[0, 5, 4, 3, 1, 2, 6]",15005,84
"[0, 5, 4, 3, 1, 2, 6]",15234,88
"[0, 5, 4, 3, 1, 2, 6]",15054,94
"[0, 5, 4, 3, 1, 2, 6]",15768,122
"[0, 5, 4, 3, 1, 2, 6]",16119,105
"[0, 5, 4, 3, 1, 2, 6]",16353,99
"[0, 5, 4, 3, 1, 2, 6]",16210,88
"[0, 5, 4, 3, 1, 2, 6]",15072,90
"[0, 5, 4, 3, 1, 2, 6]",15259,91
"[0, 5, 4, 3, 1, 2, 6]",16030,107
"[0, 5, 4, 3, 1, 2, 6]",16238,108
"[0, 5, 4, 3, 1, 2, 6]",16088,100
"[0, 5, 4, 3, 1, 2, 6]",15260,89
"[0, 5, 4, 3, 1, 2, 6]",16286,100
"[0, 5, 4, 3, 1, 2, 6]",15788,111
"[0, 5, 4, 3, 1, 2, 6]",15985,100
"[0, 5, 4, 3, 1, 2, 6]",15758,86
"[0, 5, 4, 3, 1, 2, 6]",15952,88
"[0, 5, 4, 3, 1, 2, 6]",16469,89
"[0, 5, 4, 3, 1, 2, 6]",15087,86
"[0, 5, 4, 3, 1, 2, 6]",15499,85
"[0, 5, 4, 3, 1, 2, 6]",16116,87
"[0, 5, 4, 3, 1, 2, 6]",14778,87
"[0, 5, 4, 3, 1, 2, 6]",15225,92
"[0, 5, 4, 3, 1, 2, 6]",16084,85
"[0, 5, 4, 3, 1, 2, 6]",15107,86
"[0, 5, 4, 3, 1, 2, 6]",16629,105
"[0, 5, 4, 3, 1, 2, 6]",15588,92
"[0, 5, 4, 3, 1, 2, 6]",16310,125
"[0, 5, 4, 3, 1, 2, 6]",15959,93
"[0, 5, 4, 3, 1, 2, 6]",15377,89
"[0, 5, 4, 3, 1, 2, 6]",15530,87
"[0, 5, 4, 3, 1, 2, 6]",15154,89
"[0, 5, 4, 3, 1, 2, 6]",15588,86
"[0, 5, 4, 3, 1, 2, 6]",15312,86
"[0, 5, 4, 3, 1, 2, 6]",15315,81
"[0, 5, 4, 3, 1, 2, 6]",15541,90
"[0, 5, 4, 3, 1, 2, 6]",15884,89
"[0, 5, 4, 3, 1, 2, 6]",15371,83
"[0, 5, 4, 3, 1, 2, 6]",15261,102
"[0, 5, 4, 3, 1, 2, 6]",15947,94
"[0, 5, 4, 3, 1, 2, 6]",15663,99
"[0, 5, 4, 3, 1, 2, 6]",16021,95
"[0, 5, 4, 3, 1, 2, 6]",15962,88
"[0, 5, 4, 3, 1, 2, 6]",15141,95
"[0, 5, 4, 3, 1, 2, 6]",15756,104
"[0, 5, 4, 3, 1, 2, 6]",15668,86
"[0, 5, 4, 3, 1, 2, 6]",15315,86
"[0, 5, 4, 3, 1, 2, 6]",16094,91
"[0, 5, 4, 3, 1, 2, 6]",16456,94
"[0, 5, 4, 3, 1, 2, 6]",15126,94
"[0, 5, 4, 3, 1, 2, 6]",15474,94
"[0, 5, 4, 3, 1, 2, 6]",15579,84
"[0, 5, 4, 3, 1, 2, 6]",14810,98
"[0, 5, 4, 3, 1, 2, 6]",16166,93
"[0, 5, 4, 3, 1, 2, 6]",15547,104
"[0, 5, 4, 3, 1, 2, 6]",16520,87
"[0, 5, 4, 3, 1, 2, 6]",15859,103
"[0, 5, 4, 3, 1, 2, 6]",15503,87
"[0, 5, 6, 4, 3, 2, 1]",15745,80
"[0, 5, 6, 4, 3, 2, 1]",16796,93
"[0, 5, 6, 4, 3, 2, 1]",16464,98
