map_name,map_size,obstacles_number,num_agents,solver,solved,soc,makespan,simulation_time
empty-48-48.map,2304,0,200,DCMAPF,True,6737,75,31.8
empty-48-48.map,2304,0,200,DCMAPF,True,6776,77,32.4
empty-48-48.map,2304,0,200,DCMAPF,True,7388,85,34.6
empty-48-48.map,2304,0,200,DCMAPF,True,6927,83,34.1
empty-48-48.map,2304,0,200,DCMAPF,True,7160,91,35.7
empty-48-48.map,2304,0,200,DCMAPF,True,7394,74,30.0
empty-48-48.map,2304,0,200,DCMAPF,True,6571,74,30.5
empty-48-48.map,2304,0,200,DCMAPF,True,7202,83,33.4
empty-48-48.map,2304,0,200,DCMAPF,True,6627,83,34.0
empty-48-48.map,2304,0,200,DCMAPF,True,6476,81,33.9
empty-48-48.map,2304,0,200,DCMAPF,True,6925,69,30.4
empty-48-48.map,2304,0,200,DCMAPF,True,6911,83,34.8
empty-48-48.map,2304,0,200,DCMAPF,True,6630,87,35.3
empty-48-48.map,2304,0,200,DCMAPF,True,7193,83,36.2
empty-48-48.map,2304,0,200,DCMAPF,True,7019,90,36.9
empty-48-48.map,2304,0,200,DCMAPF,True,7336,80,33.0
empty-48-48.map,2304,0,200,DCMAPF,True,6946,79,33.6
empty-48-48.map,2304,0,200,DCMAPF,True,6868,82,34.7
empty-48-48.map,2304,0,200,DCMAPF,True,6994,89,34.8
empty-48-48.map,2304,0,200,DCMAPF,True,7522,82,36.3
empty-48-48.map,2304,0,250,DCMAPF,True,8878,80,51.9
empty-48-48.map,2304,0,250,DCMAPF,True,9000,80,52.7
empty-48-48.map,2304,0,250,DCMAPF,True,8668,82,53.1
empty-48-48.map,2304,0,250,DCMAPF,True,8619,87,54.9
empty-48-48.map,2304,0,250,DCMAPF,True,9401,90,57.2
empty-48-48.map,2304,0,250,DCMAPF,True,8751,74,51.1
empty-48-48.map,2304,0,250,DCMAPF,True,8815,77,52.0
empty-48-48.map,2304,0,250,DCMAPF,True,8938,83,54.7
empty-48-48.map,2304,0,250,DCMAPF,True,9475,88,57.7
empty-48-48.map,2304,0,250,DCMAPF,True,9237,92,58.6
empty-48-48.map,2304,0,250,DCMAPF,True,8325,77,52.4
empty-48-48.map,2304,0,250,DCMAPF,True,8532,82,53.9
empty-48-48.map,2304,0,250,DCMAPF,True,9260,79,54.5
empty-48-48.map,2304,0,250,DCMAPF,True,8903,85,55.5
empty-48-48.map,2304,0,250,DCMAPF,True,8587,98,58.8
empty-48-48.map,2304,0,250,DCMAPF,True,8860,71,50.3
empty-48-48.map,2304,0,250,DCMAPF,True,8875,87,58.7
empty-48-48.map,2304,0,250,DCMAPF,True,9007,89,59.5
empty-48-48.map,2304,0,250,DCMAPF,True,9072,90,60.0
empty-48-48.map,2304,0,250,DCMAPF,True,8568,92,60.7
empty-48-48.map,2304,0,250,DCMAPF,True,9257,83,58.9
empty-48-48.map,2304,0,250,DCMAPF,True,9166,83,59.8
empty-48-48.map,2304,0,250,DCMAPF,True,9018,88,61.4
empty-48-48.map,2304,0,250,DCMAPF,True,9594,87,62.8
empty-48-48.map,2304,0,250,DCMAPF,True,8807,92,63.4
empty-48-48.map,2304,0,300,DCMAPF,True,11111,82,86.0
empty-48-48.map,2304,0,300,DCMAPF,True,10957,86,88.2
empty-48-48.map,2304,0,300,DCMAPF,True,11363,87,89.0
empty-48-48.map,2304,0,300,DCMAPF,True,11141,86,89.6
empty-48-48.map,2304,0,300,DCMAPF,True,11073,96,92.8
empty-48-48.map,2304,0,300,DCMAPF,True,10970,87,84.6
empty-48-48.map,2304,0,300,DCMAPF,True,11525,94,88.0
empty-48-48.map,2304,0,300,DCMAPF,True,11133,92,87.7
empty-48-48.map,2304,0,300,DCMAPF,True,11449,91,89.8
empty-48-48.map,2304,0,300,DCMAPF,True,11459,98,90.1
empty-48-48.map,2304,0,300,DCMAPF,True,10655,79,77.4
empty-48-48.map,2304,0,300,DCMAPF,True,11146,83,81.0
empty-48-48.map,2304,0,300,DCMAPF,True,10402,84,80.6
empty-48-48.map,2304,0,300,DCMAPF,True,11340,88,83.0
