map_name,map_size,obstacles_number,num_agents,solver,solved,soc,makespan,simulation_time
random-64-64-20.map,4096,826,100,DCMAPF,True,5094,120,18.3
random-64-64-20.map,4096,826,150,DCMAPF,True,7130,94,30.9
random-64-64-20.map,4096,826,150,DCMAPF,True,7550,91,31.0
random-64-64-20.map,4096,826,150,DCMAPF,True,7124,88,31.2
random-64-64-20.map,4096,826,150,DCMAPF,True,7581,96,33.0
random-64-64-20.map,4096,826,150,DCMAPF,True,7650,97,33.2
random-64-64-20.map,4096,826,150,DCMAPF,True,7531,100,33.6
random-64-64-20.map,4096,826,150,DCMAPF,True,7577,87,34.1
random-64-64-20.map,4096,826,150,DCMAPF,True,7519,101,34.5
random-64-64-20.map,4096,826,150,DCMAPF,True,7437,103,34.5
random-64-64-20.map,4096,826,150,DCMAPF,True,7621,110,34.9
random-64-64-20.map,4096,826,150,DCMAPF,True,7605,102,35.2
random-64-64-20.map,4096,826,150,DCMAPF,True,7511,101,35.3
random-64-64-20.map,4096,826,150,DCMAPF,True,7612,107,35.2
random-64-64-20.map,4096,826,150,DCMAPF,True,6844,111,35.4
random-64-64-20.map,4096,826,150,DCMAPF,True,7750,110,35.8
random-64-64-20.map,4096,826,150,DCMAPF,True,7581,115,36.0
random-64-64-20.map,4096,826,150,DCMAPF,True,7499,114,36.2
random-64-64-20.map,4096,826,150,DCMAPF,True,7627,107,36.5
random-64-64-20.map,4096,826,150,DCMAPF,True,8071,109,36.5
random-64-64-20.map,4096,826,150,DCMAPF,True,7406,122,36.7
random-64-64-20.map,4096,826,150,DCMAPF,True,8131,110,36.6
random-64-64-20.map,4096,826,150,DCMAPF,True,7817,108,36.7
random-64-64-20.map,4096,826,150,DCMAPF,True,7590,117,36.7
random-64-64-20.map,4096,826,150,DCMAPF,True,7850,112,36.8
random-64-64-20.map,4096,826,150,DCMAPF,True,7404,121,37.0
random-64-64-20.map,4096,826,200,DCMAPF,True,10135,96,58.4
random-64-64-20.map,4096,826,200,DCMAPF,True,10112,102,59.4
random-64-64-20.map,4096,826,200,DCMAPF,True,10444,99,61.0
random-64-64-20.map,4096,826,200,DCMAPF,True,10750,100,61.8
random-64-64-20.map,4096,826,200,DCMAPF,True,10457,108,62.1
random-64-64-20.map,4096,826,200,DCMAPF,True,10256,103,62.8
random-64-64-20.map,4096,826,200,DCMAPF,True,9883,104,62.8
random-64-64-20.map,4096,826,200,DCMAPF,True,10655,102,64.3
random-64-64-20.map,4096,826,200,DCMAPF,True,10529,103,64.9
random-64-64-20.map,4096,826,200,DCMAPF,True,9848,116,65.8
random-64-64-20.map,4096,826,200,DCMAPF,True,10358,113,66.1
random-64-64-20.map,4096,826,200,DCMAPF,True,10045,118,66.5
random-64-64-20.map,4096,826,200,DCMAPF,True,11296,112,66.6
random-64-64-20.map,4096,826,200,DCMAPF,True,10790,113,66.8
random-64-64-20.map,4096,826,200,DCMAPF,True,11146,113,67.4
random-64-64-20.map,4096,826,200,DCMAPF,True,10666,115,67.5
random-64-64-20.map,4096,826,200,DCMAPF,True,10893,109,67.8
random-64-64-20.map,4096,826,200,DCMAPF,True,11159,115,67.8
random-64-64-20.map,4096,826,200,DCMAPF,True,11154,112,68.1
random-64-64-20.map,4096,826,200,DCMAPF,True,10745,120,68.1
random-64-64-20.map,4096,826,200,DCMAPF,True,10723,123,69.1
random-64-64-20.map,4096,826,200,DCMAPF,True,10843,130,69.3
random-64-64-20.map,4096,826,200,DCMAPF,True,10875,129,69.1
random-64-64-20.map,4096,826,200,DCMAPF,True,10858,134,70.3
random-64-64-20.map,4096,826,200,DCMAPF,True,10656,128,71.3
random-64-64-20.map,4096,826,250,DCMAPF,True,12583,110,100.2
random-64-64-20.map,4096,826,250,DCMAPF,True,13386,115,107.8
random-64-64-20.map,4096,826,250,DCMAPF,True,13329,121,109.2
random-64-64-20.map,4096,826,250,DCMAPF,True,13414,120,114.1
